supplier_country,supplier_region,political_stability_index,infrastructure_score,natural_disaster_frequency,corruption_index,conflict_score,sanctions_exposure,export_restriction_risk,diplomatic_relations_score,distance_km,is_landlocked,supplier_tenure_years,contract_type,communication_responsiveness_hours,num_alternative_suppliers,supplier_tier,quality_incidents,audit_score,iso_certified,regulatory_violations,financial_stability_index,debt_to_equity,payment_delay_days,dependency_ratio,revenue_trend_yoy,num_employees,on_time_delivery_rate,avg_lead_time_days,lead_time_variability,order_fulfillment_rate,capacity_utilization,past_disruptions_lagged,avg_recovery_time_lagged,inventory_buffer_days,num_active_contracts,transport_mode,labor_strike_history,archetype,risk_level
Kuwait,Middle East,0.41,65.0,0.2,46.0,0.0,0,0,36.7,8799,1,3,spot,51.1,0,Tier 2,3,59.4,1,3,24.0,2.76,26.89755822208638,81.9,-11.0,244,65.6,33,7.8,78.7,76.9,8,16.2,17,22,land,0,3,3
Kuwait,Middle East,0.41,65.0,0.2,46.0,0.0,0,0,27.9,9201,1,2,spot,45.2,2,Tier 2,4,58.3,0,2,27.2,2.87,40.066643785593726,54.7,-14.6,752,66.9,45,7.9773167880924,75.6,99.8,2,18.7,8,18,sea,0,3,2
Algeria,Africa,-0.58,27.5,2.5,34.0,0.0,1,1,19.2,9407,1,2,spot,51.5,0,Tier 1,2,50.7,0,3,24.3,3.0,42.08939570432094,60.7,-9.4,45,68.5,46,12.706217636649185,73.6,93.7,1,24.1,9,19,sea,2,3,4
India,South Asia,-0.64,55.0,24.2,39.0,3.5,0,0,26.5,7615,1,3,spot,53.0,0,Tier 3,7,57.2,1,2,25.1,2.4,36.96763335770657,56.2,-10.7,290,66.7,38,7.8,68.6,83.9,5,10.1,10,20,land,1,3,3
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,0,1,32.5,9466,0,3,spot,52.1,1,Tier 2,2,60.2,0,1,18.1,2.01,24.736433026565205,66.5,-10.0,194,70.4,39,7.6,76.7,77.5,2,24.2,14,20,land,2,3,3
Cameroon,Africa,-1.4,27.5,2.4,26.0,3.5,0,0,62.4,8413,0,2,spot,49.7,1,Tier 3,3,48.8,1,4,44.2,2.07,19.3,70.3,-13.5,162,72.7,51,8.6,79.4,87.2,3,26.1,9,26,sea,1,3,3
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,0,26.1,8083,0,5,long-term,53.9,2,Tier 3,4,37.2,0,3,42.0,2.21,25.1,49.9,-7.5,5,75.2,51,8.8,78.7,87.1,4,25.6,3,30,land,1,3,3
Kuwait,Middle East,0.41,65.0,0.2,46.0,0.0,0,0,16.7,9282,1,0,spot,65.0,1,Tier 1,7,52.5,0,6,23.4,2.47,39.44002162068656,63.4,0.5,197,70.4,46,10.405743702793675,75.8,98.4,1,17.3,9,19,sea,1,3,4
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,1,42.2,6989,1,1,spot,77.1,0,Tier 3,6,65.6,0,3,28.0,1.86,28.396692977550394,64.7,-9.3,5,68.5,48,11.967022201305292,64.4,100.0,7,25.8,9,24,sea,1,3,3
Zimbabwe,Africa,-0.93,35.0,2.3,22.0,0.0,0,0,52.2,7958,1,3,spot,85.7,2,Tier 1,4,30.9,0,2,34.2,2.65,26.471965644085838,86.8,-4.5,537,64.1,39,9.45487876220702,71.7,97.3,5,27.3,11,27,sea,0,3,3
Tunisia,Africa,-0.63,35.0,2.2,39.0,0.0,1,0,25.5,9069,0,3,long-term,58.9,1,Tier 1,2,56.2,1,2,39.9,2.45,18.6,80.9,-2.1,33,57.7,42,8.344686149978633,63.0,94.5,5,29.6,12,24,sea,2,3,4
"Iran, Islamic Rep.",Middle East,-1.69,35.0,6.5,23.0,0.8,1,1,33.2,7970,1,4,spot,50.9,1,Tier 1,8,42.8,0,3,48.6,2.14,21.4,72.0,-1.2,133,63.6,40,11.810815358319728,72.5,88.2,5,17.3,1,22,sea,4,3,4
Syrian Arab Republic,Middle East,-2.75,30.0,1.7,15.0,13.2,1,0,15.8,8056,1,3,long-term,74.0,0,Tier 3,5,51.8,0,4,16.4,2.08,34.28486015141179,60.8,-11.1,5,61.3,37,8.7,82.4,86.4,2,20.0,6,21,sea,1,3,4
Nigeria,Africa,-1.77,35.0,8.2,26.0,7.5,0,0,16.7,9083,1,2,spot,44.4,0,Tier 3,4,55.1,1,2,42.1,2.55,19.5,57.1,-6.4,5,73.1,35,8.3,73.6,87.6,2,21.5,7,21,sea,0,3,3
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,0,55.2,7907,0,0,spot,63.8,1,Tier 1,4,32.5,1,3,18.1,2.88,32.41281116212983,75.2,-3.3,210,66.8,40,10.454319768026672,64.5,90.8,1,29.4,3,23,sea,0,3,3
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,0,30.6,8979,1,5,long-term,52.3,1,Tier 3,2,54.2,0,0,32.9,2.76,25.0073357276664,58.1,-16.8,242,66.3,45,10.818503104005288,77.9,91.0,3,18.5,1,17,sea,0,3,2
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,0.0,9277,1,0,spot,44.6,1,Tier 3,3,61.0,1,3,32.6,2.81,40.29682002089386,74.9,-15.0,5,62.8,39,10.104913562045772,79.5,88.6,1,22.1,8,26,land,0,3,3
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,0,17.4,11000,0,4,spot,79.7,0,Tier 3,5,42.9,0,4,36.4,1.6,31.6,78.7,-4.4,335,64.8,33,8.1,79.2,88.0,4,17.3,4,24,land,1,3,3
Senegal,Africa,-0.14,35.0,1.9,46.0,0.0,0,1,32.7,8464,0,1,long-term,33.8,1,Tier 2,4,59.4,0,1,26.7,2.58,44.32470643395499,69.3,-1.5,5,79.7,34,9.3,75.7,83.5,1,26.2,8,18,land,1,3,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,32.5,7307,1,1,spot,65.0,1,Tier 2,5,65.4,1,6,50.2,2.66,24.2,74.8,-7.8,5,68.2,44,7.755421662130414,80.6,97.0,5,15.1,4,15,sea,1,3,4
Bangladesh,South Asia,-0.91,32.5,6.8,24.0,0.3,0,0,32.6,6934,1,0,long-term,55.4,0,Tier 2,4,43.7,0,3,31.1,2.58,30.896540662214313,68.1,-3.7,92,65.0,47,9.575266948513626,66.9,90.9,2,22.4,11,23,sea,2,3,3
Ghana,Africa,-0.02,35.0,2.3,43.0,0.1,0,1,14.3,8051,1,0,spot,70.9,2,Tier 1,6,49.4,1,6,27.2,1.99,30.703279992869348,72.3,-7.9,337,65.7,46,9.334559726027138,73.2,90.6,4,13.5,4,22,sea,1,3,4
Lebanon,Middle East,-1.52,65.0,0.8,23.0,4.1,0,0,16.3,10253,0,4,long-term,26.4,1,Tier 2,0,44.2,0,4,43.2,2.73,23.9,59.6,-12.0,5,52.7,42,10.510187446200216,74.4,89.6,2,22.9,8,23,land,1,3,2
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,0,0,32.2,8159,1,2,spot,64.2,1,Tier 2,4,52.1,0,10,36.2,2.13,29.0,72.6,-10.7,5,77.8,39,11.194072858784654,75.9,95.3,3,31.6,7,19,sea,2,3,4
Mozambique,Africa,-1.27,35.0,3.0,21.0,2.8,1,1,28.3,9157,0,4,spot,73.1,2,Tier 3,3,48.5,0,4,17.0,1.73,37.01630976948905,64.6,-12.8,375,69.9,29,8.9,68.7,80.8,3,17.9,4,19,land,3,3,4
Israel,Middle East,-1.46,67.5,0.5,62.0,15.8,0,1,35.1,8410,1,2,spot,71.8,1,Tier 2,1,45.7,0,4,29.6,2.24,32.04072227574152,74.6,-8.9,5,59.7,36,9.835220849312595,78.9,91.3,4,22.6,14,15,sea,2,3,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,21.0,8247,1,4,spot,86.9,2,Tier 1,7,46.5,0,9,39.9,2.22,21.4,69.4,-1.3,5,73.7,44,6.4,73.8,84.3,3,15.3,8,22,sea,0,3,4
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,1,26.8,10010,0,1,spot,57.7,2,Tier 2,8,50.8,1,6,29.8,2.01,36.5397615274101,73.9,-5.9,5,63.1,45,6.808181836276914,76.8,94.7,3,28.9,5,16,sea,1,3,4
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,0,14.5,9362,0,1,long-term,72.9,1,Tier 3,9,53.0,0,3,46.1,2.61,23.5,76.6,-9.2,5,64.9,48,9.1,70.0,86.9,2,21.3,7,20,sea,1,3,3
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,1,31.7,9890,0,2,spot,67.2,1,Tier 1,2,57.2,0,5,48.7,2.76,22.1,83.6,-9.6,5,65.1,32,10.9,76.7,85.8,9,21.6,9,21,land,1,3,3
"Iran, Islamic Rep.",Middle East,-1.69,35.0,6.5,23.0,0.8,0,1,51.5,10326,0,1,spot,57.8,1,Tier 2,3,38.6,0,3,15.1,2.01,27.08007709754353,73.2,-14.6,519,61.4,36,10.566705064883175,83.4,88.4,0,25.0,5,18,land,0,3,3
Saudi Arabia,Middle East,-0.21,65.0,1.8,57.0,0.0,0,1,43.6,8545,1,1,long-term,69.9,0,Tier 1,4,68.9,0,2,48.8,1.74,32.7,75.6,-5.8,5,59.8,42,9.793463867290226,72.5,91.3,1,18.4,21,13,sea,4,3,3
"Yemen, Rep.",Middle East,-2.56,22.5,3.2,13.0,6.1,1,0,52.3,8338,1,2,long-term,64.0,1,Tier 1,2,36.5,0,3,43.4,1.83,23.0,56.4,-8.5,5,64.2,47,11.544184721187445,70.2,91.8,2,15.4,4,23,land,1,3,4
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,0,29.3,9095,1,3,long-term,48.3,1,Tier 3,10,39.6,1,2,34.6,2.33,30.97864813546211,61.6,-14.5,146,62.9,33,11.379395811367077,57.4,94.7,3,16.6,3,22,land,1,3,3
Kenya,Africa,-0.94,35.0,4.0,30.0,0.6,0,0,9.9,8975,0,1,long-term,59.9,1,Tier 3,9,49.9,0,5,19.2,2.05,39.98299967179123,52.5,-0.0,5,63.5,40,9.99471377673109,74.4,100.0,2,24.2,12,24,sea,1,3,3
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,0,0,17.0,8472,0,0,long-term,85.5,2,Tier 3,5,61.4,1,3,49.7,2.31,18.0,75.4,-8.2,5,68.4,47,8.940224191132756,68.1,90.5,4,16.5,8,22,sea,2,3,3
Tunisia,Africa,-0.63,35.0,2.2,39.0,0.0,0,0,41.5,7811,0,1,long-term,34.4,1,Tier 2,3,46.8,0,6,22.3,1.7,28.850002299402476,71.8,-5.0,528,68.0,31,7.1,67.1,83.8,6,24.9,8,25,sea,2,3,4
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,0,0,22.7,9748,1,5,spot,68.5,2,Tier 1,3,59.6,1,8,37.5,2.54,19.8,62.2,-3.1,5,67.9,50,13.032322732412066,75.5,89.2,4,21.4,13,24,sea,1,3,4
Jordan,Middle East,-0.2,65.0,0.5,50.0,0.0,0,1,30.8,9604,1,0,spot,67.9,2,Tier 2,6,59.5,0,1,37.2,1.69,24.8,74.3,-11.1,26,58.1,48,8.1,67.5,84.6,3,19.8,8,19,sea,0,3,3
Israel,Middle East,-1.46,67.5,0.5,62.0,15.8,1,0,32.2,9457,0,1,spot,64.1,1,Tier 2,10,45.4,0,3,43.1,2.0,23.7,63.5,-1.3,72,71.3,35,7.8850089763702,77.0,98.7,2,24.6,21,25,sea,0,3,4
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,1,1,20.5,7894,0,1,spot,73.0,0,Tier 3,3,58.3,0,3,48.7,1.8,18.9,70.9,-6.8,5,71.7,45,12.886273499440524,76.7,94.2,0,22.1,5,26,sea,1,3,4
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,1,36.0,9334,0,0,spot,70.2,0,Tier 2,4,50.4,1,3,23.0,2.31,27.49559777134894,74.2,-7.4,112,65.3,38,5.0,78.3,83.4,1,18.4,3,25,sea,1,3,3
Algeria,Africa,-0.58,27.5,2.5,34.0,0.0,1,0,28.0,10229,1,3,spot,40.6,1,Tier 1,1,46.9,0,5,13.5,2.65,42.5544446213602,76.5,-15.0,272,59.6,42,11.218086180350738,75.6,94.2,2,22.0,14,23,sea,1,3,4
Syrian Arab Republic,Middle East,-2.75,30.0,1.7,15.0,13.2,0,0,22.1,9511,0,3,spot,46.2,1,Tier 1,8,63.9,0,5,30.2,1.46,23.646688621872574,59.3,-9.8,336,73.2,45,8.4,77.3,76.0,3,22.1,11,18,sea,4,3,3
United Arab Emirates,Middle East,0.68,77.5,0.4,69.0,0.0,0,1,20.1,10084,0,4,spot,44.1,1,Tier 1,4,48.6,1,10,44.9,2.42,23.0,61.2,-5.1,19,64.4,35,6.1,75.6,82.7,1,20.5,15,16,sea,2,3,4
Tunisia,Africa,-0.63,35.0,2.2,39.0,0.0,0,0,21.6,9430,1,7,long-term,80.0,1,Tier 2,4,50.7,0,6,28.1,2.74,24.72244700257945,81.0,-12.6,5,75.2,55,10.448932131994813,67.2,96.1,2,21.8,11,19,sea,1,3,4
Iraq,Middle East,-2.41,30.0,1.7,28.0,4.4,1,0,31.9,9694,0,2,spot,65.2,1,Tier 3,4,56.6,1,5,43.9,2.94,21.5,68.4,-4.4,11,70.6,41,12.778609049687557,77.6,95.9,2,21.0,12,23,land,1,3,4
Ghana,Africa,-0.02,35.0,2.3,43.0,0.1,1,1,28.8,8709,1,0,spot,75.0,0,Tier 1,5,63.8,0,0,46.1,2.08,27.7,64.6,-6.7,181,66.3,36,10.760307927887743,79.6,94.8,4,25.0,14,23,land,1,3,4
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,0,9.5,8318,1,0,spot,53.0,1,Tier 3,4,53.9,0,3,31.4,2.24,25.751897019724943,65.3,-14.6,449,74.3,48,8.132021482868202,70.9,94.0,2,17.2,7,23,land,0,3,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,7.5,8291,1,1,spot,67.9,2,Tier 3,3,56.8,0,4,30.7,2.08,29.82768030536778,57.2,3.2,249,67.5,48,8.7,70.3,88.0,3,10.6,9,20,land,1,3,2
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,1,28.9,9419,1,2,spot,75.1,1,Tier 3,4,48.1,1,6,37.7,2.02,18.8,75.2,-7.0,5,63.9,34,10.709794546829153,68.9,91.6,4,33.4,0,27,air,1,3,4
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,1,0,31.6,9048,1,3,spot,47.2,2,Tier 2,3,57.0,0,4,26.4,1.74,31.14028957592772,65.4,-21.9,166,69.3,54,9.388170734294565,79.3,94.9,3,19.1,5,22,air,1,3,4
Indonesia,Southeast Asia,-0.4,47.5,18.7,34.0,0.6,0,0,41.9,8999,1,0,spot,44.5,1,Tier 3,2,41.5,1,6,48.4,2.68,28.6,67.9,-9.7,5,62.5,47,11.171649465372134,73.7,94.0,3,22.7,0,23,sea,0,3,4
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,0,0,39.5,9580,0,1,spot,92.1,2,Tier 3,3,49.9,1,4,24.6,2.25,42.758587477350474,59.4,-1.7,515,66.8,48,7.954526133168201,68.8,97.5,7,23.3,8,17,sea,1,3,3
Sri Lanka,South Asia,-0.51,35.0,3.8,35.0,0.0,0,0,25.9,7538,1,1,spot,50.5,1,Tier 3,7,53.2,1,7,42.4,2.4,27.6,73.7,-5.6,220,69.3,44,10.4433792496281,72.7,100.0,1,24.4,13,19,sea,2,3,4
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,0,0,22.6,9369,0,0,long-term,62.7,0,Tier 2,6,60.7,0,3,41.8,2.52,22.2,65.4,-15.4,26,66.1,39,9.225020017312817,82.8,91.1,1,25.0,14,23,sea,1,3,3
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,1,32.1,9010,1,2,long-term,77.0,1,Tier 1,4,51.0,0,3,27.1,2.59,19.48464225312606,59.7,-10.8,173,57.6,40,10.71239015280306,75.8,91.3,1,17.2,0,19,land,1,3,3
Bahrain,Middle East,-0.37,65.0,0.1,50.0,0.0,1,1,34.0,8634,1,3,spot,53.6,0,Tier 1,5,64.5,0,5,31.7,2.27,33.87196239709912,58.6,-0.7,5,67.5,50,9.3,74.8,86.1,3,21.3,5,17,land,2,3,4
Sudan,Africa,-2.47,32.5,2.8,14.0,4.5,1,0,35.9,8386,1,0,long-term,51.7,0,Tier 3,5,51.3,0,3,27.9,2.4,41.53378035173181,62.6,-4.7,5,68.1,45,9.755111444324008,69.0,88.1,5,27.3,3,24,land,2,3,4
Uganda,Africa,-0.7,35.0,4.2,25.0,0.1,0,1,33.3,8861,1,2,long-term,32.9,0,Tier 2,3,59.0,1,1,24.6,1.88,16.398729357775217,62.1,-13.1,246,78.4,53,7.4,70.0,79.3,2,19.9,4,20,sea,3,3,3
Angola,Africa,-0.34,27.5,2.1,32.0,0.1,1,0,32.1,8427,1,5,spot,53.7,1,Tier 2,6,51.9,1,8,25.6,2.24,34.029647324269185,62.6,-0.5,256,75.2,42,9.698174054956514,67.5,97.3,2,21.2,8,31,sea,0,3,4
Senegal,Africa,-0.14,35.0,1.9,46.0,0.0,1,1,52.3,8571,1,5,spot,37.9,2,Tier 1,3,55.6,1,3,37.5,1.46,17.6,55.2,-3.6,589,73.3,48,8.040238432940136,76.9,92.4,6,16.1,5,23,land,3,3,4
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,47.2,9477,1,5,spot,49.2,1,Tier 3,1,55.0,1,6,27.4,2.69,41.20689801194583,58.2,-11.2,856,65.9,46,10.347677740889807,72.8,98.0,3,19.7,2,24,sea,2,3,4
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,0,14.0,9106,1,0,spot,59.2,1,Tier 1,1,69.4,0,3,46.2,2.8,18.9,74.9,-21.8,5,73.3,39,7.2,69.4,84.5,2,9.5,2,24,air,1,3,2
Jordan,Middle East,-0.2,65.0,0.5,50.0,0.0,0,0,51.1,8524,1,0,long-term,54.2,2,Tier 2,3,51.2,0,3,37.2,2.38,22.6,63.2,-6.9,5,75.7,43,10.7,80.4,86.1,1,20.2,2,19,land,1,3,2
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,0,22.7,7928,1,4,long-term,58.2,0,Tier 2,7,46.5,0,1,44.5,1.76,20.4,52.9,-9.9,53,75.0,51,7.992749165673684,66.4,90.0,2,25.8,10,19,sea,1,3,3
Tanzania,Africa,-0.05,35.0,4.2,40.0,0.1,0,0,22.3,8830,0,4,spot,47.2,0,Tier 1,3,44.2,0,2,41.5,2.64,30.1,51.6,-16.0,20,72.1,48,11.462866396240479,78.1,100.0,5,18.1,12,30,sea,1,3,3
Rwanda,Africa,0.11,47.5,1.8,58.0,0.0,1,0,40.4,9078,0,2,long-term,79.8,1,Tier 2,3,55.7,0,5,33.9,1.96,27.30194235519746,72.5,-2.3,5,67.7,46,7.2,72.5,86.5,2,18.1,9,25,sea,3,3,4
Kenya,Africa,-0.94,35.0,4.0,30.0,0.6,0,1,28.7,7796,0,1,spot,56.3,1,Tier 3,7,53.7,0,6,41.0,2.43,24.7,79.0,-9.5,328,73.8,53,5.8,76.0,85.2,4,17.0,8,20,sea,1,3,4
Kuwait,Middle East,0.41,65.0,0.2,46.0,0.0,0,1,7.5,9913,0,0,spot,68.8,1,Tier 3,2,48.2,1,3,18.3,3.38,25.390952120568095,73.3,-2.3,147,71.1,42,8.4,71.9,87.1,2,13.1,7,27,sea,0,3,3
Senegal,Africa,-0.14,35.0,1.9,46.0,0.0,0,0,23.5,8513,1,2,spot,74.9,0,Tier 1,5,43.5,0,1,34.9,2.37,41.38921604783056,76.4,-4.7,371,64.6,41,11.664842455126587,74.4,100.0,2,27.5,12,23,land,4,3,3
Kenya,Africa,-0.94,35.0,4.0,30.0,0.6,0,1,41.3,8971,0,1,spot,62.5,1,Tier 2,1,58.2,0,1,43.1,2.28,36.1,58.6,-4.2,358,66.1,35,6.8,67.4,86.1,2,23.9,4,20,land,1,3,3
Philippines,Southeast Asia,-0.57,55.0,13.6,32.0,1.7,1,0,22.6,9402,1,7,long-term,41.5,0,Tier 1,6,54.2,0,6,20.1,2.61,29.975396949868554,37.4,5.3,5,65.1,52,5.7,79.7,87.5,4,15.4,4,23,sea,1,3,4
United Arab Emirates,Middle East,0.68,77.5,0.4,69.0,0.0,0,1,27.9,8659,1,1,spot,78.3,0,Tier 1,6,64.9,0,4,23.4,1.95,23.152222919086206,83.1,-5.9,5,69.1,37,5.5351915985499085,88.8,92.1,4,19.1,6,20,sea,3,3,3
Cote d'Ivoire,Africa,-0.63,35.0,1.2,43.0,0.0,0,0,22.2,8990,1,2,spot,35.0,1,Tier 2,6,37.3,0,4,13.1,1.69,23.478659236387266,72.5,-11.0,431,66.5,36,9.095375183536355,78.7,88.5,2,27.4,6,17,land,1,3,4
"Egypt, Arab Rep.",Africa,-0.87,50.0,4.4,30.0,0.5,0,0,26.7,9084,1,0,spot,58.9,3,Tier 2,6,62.0,0,2,25.0,2.42,34.006832388516415,65.4,-3.0,174,81.6,53,6.0,79.9,86.6,6,16.1,8,26,sea,0,3,2
Rwanda,Africa,0.11,47.5,1.8,58.0,0.0,0,0,17.2,9531,0,3,long-term,73.6,0,Tier 2,5,62.6,1,4,38.3,1.85,28.1,54.9,0.6,5,68.5,55,8.742276005278203,83.2,90.6,1,21.6,4,28,air,2,3,3
United Arab Emirates,Middle East,0.68,77.5,0.4,69.0,0.0,1,0,30.5,9869,0,2,spot,69.5,2,Tier 3,3,56.1,0,0,45.0,2.21,28.6,71.4,-3.7,505,71.7,47,9.20691516509842,81.5,95.2,5,22.6,21,24,land,2,3,4
Lebanon,Middle East,-1.52,65.0,0.8,23.0,4.1,0,0,19.7,10463,1,0,spot,69.5,1,Tier 2,5,50.5,0,7,24.9,1.74,32.962130111471595,66.3,-0.7,5,64.6,37,9.4,77.5,78.8,4,19.7,9,23,land,1,3,4
Morocco,Africa,-0.37,35.0,2.7,39.0,0.0,0,0,55.0,8958,1,0,spot,56.7,1,Tier 3,4,59.6,0,6,41.6,2.4,20.9,85.6,-2.9,414,66.9,44,8.917487052979299,68.8,92.2,0,21.7,16,21,air,4,3,4
South Africa,Africa,-0.67,65.0,5.5,41.0,0.1,0,0,19.6,8905,0,6,long-term,61.3,0,Tier 3,2,52.2,1,2,36.1,1.77,41.0,79.4,-1.8,5,67.4,37,12.313323640066892,71.7,95.3,7,18.3,15,22,sea,3,3,3
Brunei Darussalam,Southeast Asia,1.37,55.0,0.0,63.0,0.0,0,0,12.5,9099,1,2,long-term,45.4,0,Tier 2,4,55.2,1,6,41.4,1.55,18.6,83.8,-7.6,5,72.3,40,7.910250006051677,78.4,93.4,2,21.4,5,23,land,0,3,4
Turkiye,Middle East,-1.01,65.0,6.0,31.0,0.8,0,0,18.5,9078,1,1,long-term,68.6,0,Tier 2,2,40.6,0,5,11.4,2.79,23.56703331998705,58.7,-8.4,430,70.6,43,6.3,78.7,85.1,2,27.2,9,18,sea,0,3,4
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,0,34.2,8839,0,2,spot,72.2,0,Tier 1,3,50.6,0,8,41.0,2.8,19.8,55.8,-10.1,6,76.3,55,10.877500412881377,74.0,88.9,5,26.1,12,22,sea,0,3,4
Israel,Middle East,-1.46,67.5,0.5,62.0,15.8,0,1,6.5,8640,1,2,long-term,56.8,2,Tier 3,10,53.7,1,3,25.3,2.21,40.46055474716502,58.0,-9.0,433,63.7,30,9.214620582925544,71.0,90.8,1,20.5,6,19,sea,3,3,3
Sudan,Africa,-2.47,32.5,2.8,14.0,4.5,1,0,33.1,8892,0,7,spot,52.0,1,Tier 3,7,56.3,1,3,38.6,2.1,19.8,63.1,-4.8,5,66.9,48,5.6,74.9,87.2,5,20.0,5,18,land,2,3,4
Maldives,South Asia,0.53,32.5,0.5,39.0,0.0,0,0,21.7,8685,1,1,spot,59.3,2,Tier 2,6,59.8,0,2,40.2,2.41,16.3,61.3,-5.4,287,67.0,37,11.148762093436009,83.1,97.7,6,31.9,9,21,air,0,3,2
Jordan,Middle East,-0.2,65.0,0.5,50.0,0.0,0,0,30.3,7874,1,2,long-term,49.9,1,Tier 2,6,43.2,0,5,26.8,2.43,31.909536145471062,71.9,-13.5,5,63.6,37,9.525407803544406,75.2,95.0,2,27.4,6,22,sea,1,3,3
Singapore,Southeast Asia,1.42,90.0,0.2,84.0,0.0,0,0,21.1,9671,0,1,spot,41.3,2,Tier 2,8,45.8,1,4,27.6,2.44,26.51674832138347,57.6,-12.9,5,71.1,42,8.7,70.4,86.5,3,23.7,2,26,sea,3,3,3
Afghanistan,South Asia,-2.48,17.5,5.7,16.0,18.8,0,1,43.1,7676,0,2,spot,73.1,0,Tier 3,4,46.2,0,5,34.0,1.94,44.12223625091403,76.1,-4.6,5,72.3,46,8.401751729880463,75.1,100.0,2,26.9,14,22,air,1,3,3
Cote d'Ivoire,Africa,-0.63,35.0,1.2,43.0,0.0,0,0,33.8,9931,1,0,long-term,41.7,1,Tier 2,6,41.6,0,6,28.8,2.54,22.602984003711423,64.2,-6.3,5,66.8,38,9.911800159919693,75.2,98.6,1,11.9,14,18,sea,1,3,4
Ethiopia,Africa,-1.97,35.0,2.5,38.0,10.8,0,0,20.6,8990,1,0,long-term,46.8,0,Tier 3,5,48.1,0,7,12.5,2.66,38.05557161991561,73.7,-0.2,433,64.5,44,11.135011578577586,68.2,99.7,1,19.5,8,34,land,1,3,4
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,0,0,16.9,8020,1,4,spot,84.7,3,Tier 1,3,41.1,0,2,28.2,2.27,36.25756644305686,49.9,-5.0,32,64.0,50,8.899033358026218,72.3,89.3,3,29.8,9,23,sea,3,3,3
Lebanon,Middle East,-1.52,65.0,0.8,23.0,4.1,0,0,30.8,8881,0,3,spot,67.4,2,Tier 3,3,42.5,1,4,27.0,2.69,46.32153153830312,79.4,2.9,63,68.9,44,7.4,76.7,80.7,2,23.0,4,16,sea,2,3,2
Lao PDR,Southeast Asia,0.81,32.5,1.6,34.0,0.0,0,0,43.7,7799,1,1,long-term,26.5,2,Tier 2,6,46.3,0,4,29.6,2.17,34.31313510013117,53.9,3.0,98,71.2,42,7.6,73.7,84.3,8,14.4,16,23,sea,1,3,2
Nepal,South Asia,-0.23,32.5,4.0,34.0,0.0,1,0,30.3,10044,0,3,long-term,66.9,0,Tier 3,5,45.6,0,3,23.8,1.71,29.940039921508998,59.4,-9.5,52,73.2,48,7.4,80.3,78.9,0,31.4,11,29,sea,4,3,4
India,South Asia,-0.64,55.0,24.2,39.0,3.5,1,0,38.7,8882,1,5,long-term,54.6,0,Tier 2,10,62.4,1,2,22.5,2.34,30.49849139786973,70.8,-12.1,380,60.9,42,9.299634355440737,80.1,92.5,2,17.9,1,20,land,3,3,4
Bhutan,South Asia,0.98,30.0,0.2,71.0,0.0,0,0,32.0,10277,1,4,spot,59.1,1,Tier 3,0,51.7,0,5,34.1,2.93,42.37785857979601,63.1,2.9,375,68.7,38,10.17235056976392,64.4,94.3,1,15.4,10,20,air,1,3,2
Syrian Arab Republic,Middle East,-2.75,30.0,1.7,15.0,13.2,0,0,21.9,9409,1,0,long-term,71.1,0,Tier 2,6,52.7,0,3,40.4,2.24,18.5,64.2,-3.2,5,66.2,48,10.60631390758275,75.4,97.5,1,26.5,6,21,sea,3,3,3
